SECURITY_ID_INT,raw_X,raw_Y,vertical,horizontal
4090,185.855988813,45.4958553406,small,core
29600,186.270649597,78.7176630361,small,core
3626,186.649750532,58.1600566361,small,core
705,186.676881071,92.7800135202,small,core
1468,186.75611402,31.8877472172,small,core
1995,186.79695968,93.6387356141,small,core
29521,186.909895819,80.8966687012,small,core
1726,186.935340377,97.4619078575,small,core
466,187.327804816,43.5596344017,small,core
3433,187.527169984,36.3439498838,small,core
29378,188.59591496,70.441757167,small,core
30493,188.61707357,89.9002222139,small,core
30011876,189.041079023,62.8865308605,small,core
3491,189.384172371,54.0235775504,small,core
2834,189.655008491,85.6429834108,small,core
75228,189.669712468,54.6097586187,small,core
4980,189.688914916,12.6898343499,small,core
4664,189.704853069,66.1292972237,small,core
960,190.283928397,85.0097698864,small,core
141,190.301816063,-0.199786281143,small,core
4727,190.825362968,78.4435959204,small,core
3279,191.283899637,59.9526097055,small,core
877,191.30936523,48.083996289,small,core
2948,191.533564452,54.9267974229,small,core
2747,191.590695806,58.2324031767,small,core
4765,191.76496244,90.1275952196,small,core
2741,191.883170562,85.0279415049,small,core
3369,191.953394721,-16.2876533998,small,core
1008,192.042290375,97.1908412312,small,core
1043,192.178653419,73.2651882564,small,core
42463,192.403063762,56.9109481679,small,core
3159,192.993474431,10.9431878982,small,core
379,193.588971826,85.4739216042,small,core
1291,193.633461838,21.0336497477,small,core
4122,193.784803608,80.8091156912,small,core
4797,193.95463962,22.1839137776,small,core
3339,194.31493989,47.744216698,small,core
1708,194.590926412,78.4323095711,small,core
3816,194.632875443,93.1580409616,small,core
2085,194.802451846,36.9006191186,small,core
2742,194.82338426,58.9210782116,small,core
3721,195.243309074,64.5715991051,small,core
2486,195.402911663,86.3394335073,small,core
29768,195.709462106,77.3109494508,small,core
4974,195.878206596,59.4921373882,small,core
29602,196.018855413,40.385852805,small,core
3317,196.109363527,-3.05131725605,small,core
29655,196.184612954,8.01858898368,small,core
312,196.209982423,22.3019426398,small,core
3225,196.248658522,43.4860323861,small,core
848,196.40015174,68.7268209838,small,core
42,196.427229459,30.4701582442,small,core
3654,196.455632848,59.4974124958,small,core
2098,196.687518279,90.9991549647,small,core
846,196.760199368,31.3298067592,small,core
3667,196.840520669,56.7615941719,small,core
3230,197.154057966,72.7019111751,small,core
122,197.330135235,56.5660833637,small,core
3519,197.440902041,30.8918175278,small,core
3179,197.755126542,49.8168663344,small,core
30186,198.490830684,36.4866027529,small,core
1567,198.600238477,52.2059359084,small,core
2897,198.725274594,98.8644895288,small,core
266,198.815206152,22.2379933447,small,core
30443,200.0,16.7260957493,small,core
1324,200.06450446,61.5394590544,small,growth
2480,200.140468826,95.9777620352,small,growth
1032,200.247663345,95.4588537848,small,growth
2723,200.736200298,72.7240985156,small,growth
408,200.772970714,98.020649509,small,growth
527,200.953368438,25.5265680649,small,growth
29465,201.188073765,65.8707237897,small,growth
4095,201.258097041,92.0231077947,small,growth
3672,201.435996816,59.7723242032,small,growth
3520,201.50028666,27.5280525412,small,growth
4554,202.218787412,79.4612095357,small,growth
1358,202.364757598,67.5728270471,small,growth
29611,202.444433129,53.0503184563,small,growth
14,202.552752304,95.1946375605,small,growth
4623,202.649488348,87.9014867871,small,growth
29728,202.792010083,34.7290685589,small,growth
2732,203.002072284,86.3153678641,small,growth
919,203.319136805,44.4132273005,small,growth
2916,203.370154015,75.1342372973,small,growth
39919,203.604857147,30.7058758698,small,growth
3824,203.784075442,51.5029522655,small,growth
3830,204.181856693,86.6528721011,small,growth
2379,204.392211126,0.627860175346,small,growth
232,204.678918207,41.8177569375,small,growth
29725,204.698461682,-9.61775887851,small,growth
766,205.108560282,67.6546045156,small,growth
666,205.281595796,18.0943607746,small,growth
3637,205.620649704,74.6221056836,small,growth
225,206.877824186,74.2729958911,small,growth
29472,207.441430532,70.4462304704,small,growth
4620,207.778145285,31.2434718659,small,growth
2126,208.251133033,71.0585885875,small,growth
882,208.702316325,41.1337656518,small,growth
2804,208.865186611,40.1729391568,small,growth
4560,209.513137634,71.72043087,small,growth
1058,211.076405917,79.9895289445,small,growth
29527,211.162862821,36.3709067737,small,growth
4629,211.219033404,60.7525894736,small,growth
167,211.248534222,50.0857705066,small,growth
977,211.294782059,53.5539998567,small,growth
717,211.566337879,48.8531922829,small,growth
29397,211.680896055,47.9535603881,small,growth
29723,211.890263657,43.0797530505,small,growth
4759,211.901959066,44.8132949554,small,growth
1462,211.935997018,1.10087134082,small,growth
2751,212.033491582,46.8074859425,small,growth
3388,212.112025063,39.8756903582,small,growth
3332,212.181854286,2.44145885897,small,growth
27532,212.240564827,22.5205894455,small,growth
29620,212.32436871,99.7732546802,small,growth
499,212.510130328,15.7486067406,small,growth
1169,212.588898508,89.4558619428,small,growth
419,212.798803774,82.7537181448,small,growth
3309,212.9598331,78.2405569615,small,growth
101,212.964219171,18.7989855233,small,growth
1716,212.984401508,33.9100982477,small,growth
4540,213.242223162,13.9971879484,small,growth
234,213.289529824,61.1677297717,small,growth
3636,213.396829419,88.3643037859,small,growth
4680,213.429774923,21.3849131427,small,growth
29377,213.443120306,56.2612302161,small,growth
30783,213.516524579,45.4674544845,small,growth
30784,214.186633974,31.3964933615,small,growth
3441,216.059174771,56.581449867,small,growth
37,216.232174944,61.7376539583,small,growth
4116,216.295812081,34.6261381878,small,growth
4126,216.502696069,93.6379526051,small,growth
3295,216.75198485,62.0946773461,small,growth
30200,217.003382999,23.0939345782,small,growth
29650,217.219609096,57.4776659857,small,growth
4616,217.388279932,78.5211152674,small,growth
456,217.511638944,90.2109612207,small,growth
27,217.547295958,5.71229289547,small,growth
780,217.847491966,81.2498008307,small,growth
875,218.179704346,55.4396670859,small,growth
893,218.722782315,91.0194751365,small,growth
2110,219.226094464,94.4335566011,small,growth
4694,219.430047067,24.401253552,small,growth
1482,219.509310105,38.2467512435,small,growth
334,219.786908623,29.5322938184,small,growth
2453,220.408480067,75.372982947,small,growth
3791,220.503974348,83.9134810681,small,growth
3680,220.540292764,88.5662991382,small,growth
1393,220.969235108,18.74207472,small,growth
3214,221.163411942,22.6631791517,small,growth
3410,221.697404309,55.0250586138,small,growth
3324,222.551960914,55.6115161181,small,growth
70025,223.078824177,46.7948537208,small,growth
2424,223.116820362,67.526032176,small,growth
936,223.141794913,43.9312075312,small,growth
29603,223.288661785,58.3478453656,small,growth
30677,223.369241965,71.1656810541,small,growth
831,223.654563686,56.2840318044,small,growth
2428,224.498796652,76.8685073847,small,growth
427,225.104069595,75.4092720397,small,growth
35,225.120801084,99.2952886178,small,growth
2366,225.17751297,10.2641751461,small,growth
923,225.621324384,66.8571637539,small,growth
2972,225.67074538,5.10301341286,small,growth
2381,226.125442787,5.19574390786,small,growth
30289,226.877504606,76.8787731496,small,growth
30774,227.375390335,88.5419634597,small,growth
2813,227.50946576,5.29900547556,small,growth
4947,228.18606482,36.7489514376,small,growth
2285,228.616839568,69.9107803439,small,growth
2856,228.839690037,63.376136016,small,growth
953,229.569954753,96.7820663307,small,growth
507,229.964242655,56.1340975363,small,growth
2820,230.980657434,30.6216126233,small,growth
4646,231.268744046,61.1923396282,small,growth
29764,231.520518313,84.9740582455,small,growth
3285,231.688652356,71.3641710408,small,growth
1508,231.785668784,21.6532309772,small,growth
400,231.896325623,53.7999710704,small,growth
2386,232.122326287,37.8610113003,small,growth
933,232.16402229,91.9333137841,small,growth
2137,232.405222486,37.0861927346,small,growth
29601,232.464876241,49.8663551816,small,growth
1241,232.560720474,-1.77227842955,small,growth
4799,233.283339192,33.6243811722,small,growth
164,233.408053795,64.7748208742,small,growth
2908,233.562349533,70.6751349223,small,growth
1025,233.62113214,90.2515243506,small,growth
1711,233.629692255,45.8725479608,small,growth
3823,233.811880894,99.8668973423,small,growth
3674,233.949723022,39.3922719919,small,growth
715,234.021338862,28.5088585661,small,growth
252,234.022635365,28.7691745347,small,growth
393,234.032559568,35.1096943814,small,growth
1977,234.101538466,37.1082349288,small,growth
4737,234.283827071,44.221606348,small,growth
29111,234.554733735,62.3048783016,small,growth
928,234.804136101,44.0142375179,small,growth
3782,234.823612762,32.5484839447,small,growth
29719,234.885765356,40.3393095978,small,growth
30627,234.990144514,99.933790922,small,growth
773,235.368241247,96.305685138,small,growth
2073,236.237124302,87.8398293999,small,growth
29726,236.972393683,29.7425526623,small,growth
949,237.036303466,62.8734405114,small,growth
812,237.420471076,54.4747517408,small,growth
1532,237.536208102,70.7192432283,small,growth
348,237.73473723,77.4337201897,small,growth
29769,238.304625832,37.3736325914,small,growth
4645,238.456149256,96.4148241341,small,growth
4129,238.573124804,58.2201336592,small,growth
4469,238.799098399,-0.247742478628,small,growth
1338,239.08212946,49.8048808053,small,growth
3602,239.175704593,77.3360611562,small,growth
1038,239.414131334,15.4471118557,small,growth
30586,239.971367093,31.5271217891,small,growth
3819,239.991060683,25.651644105,small,growth
29519,240.124969632,51.2161313923,small,growth
3383,240.345852665,76.4774144324,small,growth
30760,240.435541053,78.1005856451,small,growth
3341,240.441015582,31.3388823819,small,growth
1365,241.154125056,19.4042886722,small,growth
30499,241.163425885,27.3243337887,small,growth
4773,241.166778279,76.7912632506,small,growth
1381,241.176775881,96.600738496,small,growth
29841,241.253054036,94.5779310104,small,growth
8,241.797551576,-7.65104557999,small,growth
779,242.222150194,12.7301215662,small,growth
29609,242.533289538,25.5109657498,small,growth
3497,242.747233861,44.9864793109,small,growth
2198,242.958759608,62.7134344408,small,growth
3639,243.008365704,80.0090655245,small,growth
4648,243.219761054,56.4654244102,small,growth
3676,243.527201499,81.8573995534,small,growth
4075,244.333731844,52.0483456173,small,growth
373,244.491173474,22.1280735279,small,growth
3591,244.495556071,33.0568923956,small,growth
2843,244.628654992,88.8118980027,small,growth
1320,245.350809709,95.4301021488,small,growth
2923,246.029874733,39.8494590808,small,growth
3560,246.051277784,32.3977737425,small,growth
2426,247.238491655,59.843934106,small,growth
302,247.479007897,73.3612945655,small,growth
29653,247.510965993,46.0377768716,small,growth
2729,248.02097487,40.0352628287,small,growth
2497,248.17672933,34.4588065535,small,growth
362,248.572455283,74.4666257635,small,growth
298,248.946179029,54.5482954633,small,growth
1976,249.90806213,44.488209535,small,growth
29657,250.190007792,65.2063385829,small,growth
3677,250.195600189,48.4589599469,small,growth
30678,250.201599329,79.2569153854,small,growth
1510,250.977913108,80.5190404754,small,growth
429,251.026885892,38.8236452338,small,growth
3192,251.027359034,98.8217148378,small,growth
271,251.216243793,58.380088484,small,growth
4070,251.434183054,13.1320661938,small,growth
1991,253.185215622,71.6196120179,small,growth
30071,253.568762268,39.9772686132,small,growth
3278,254.145690043,77.7780685759,small,growth
275,254.198108206,47.937914706,small,growth
4940,254.668795295,32.1067294915,small,growth
297,255.267405779,47.7226823748,small,growth
40069,256.338884622,18.1399079051,small,growth
3515,256.99434556,97.183453827,small,growth
3755,258.077705898,35.679595953,small,growth
2318,258.26311965,75.7963677533,small,growth
1141,259.074489975,21.7928978927,small,growth
3176,260.294370909,74.3266720809,small,growth
118,260.530708337,64.4763686191,small,growth
2135,260.582953355,6.90306589863,small,growth
1496,260.731846512,97.1432330856,small,growth
3583,262.27735885,62.5528905611,small,growth
1494,263.248201178,95.4451539288,small,growth
3604,263.288002255,4.37745439264,small,growth
3389,263.798884137,72.5715999495,small,growth
76107,264.238180301,0.936936895658,small,growth
29197,264.296175915,12.224895381,small,growth
4534,265.396265519,84.729887514,small,growth
29786,265.4759841,19.5431244017,small,growth
957,265.638285218,81.1292729629,small,growth
4744,266.150766392,-13.8272691144,small,growth
29463,267.269434715,97.4630012702,small,growth
4461,267.337304241,10.2256750772,small,growth
34657,267.430987673,64.3505131855,small,growth
2845,267.905483917,-26.5040173336,small,growth
1052,269.924693682,22.4265136081,small,growth
803,270.175155912,53.4862046415,small,growth
3784,271.818622422,37.6314700303,small,growth
435,271.858168419,95.4370186812,small,growth
3545,271.881274488,75.8842920293,small,growth
174,272.685040438,52.3324366172,small,growth
1552,273.548365316,35.3682990449,small,growth
39006,274.448049913,99.5604735238,small,growth
149,274.7291175,82.9844005829,small,growth
711,276.048981521,17.8753562072,small,growth
29830,276.089482158,37.1518841735,small,growth
1774,276.888103749,76.2576150733,small,growth
1045,277.33348294,86.613923803,small,growth
3642,277.745456485,88.0668688486,small,growth
672,277.822861389,63.1606354632,small,growth
3606,277.86896766,51.5179287757,small,growth
4754,279.276803034,36.7835665485,small,growth
75300,279.345535366,12.7348071338,small,growth
29372,279.861790039,95.5373272645,small,growth
30011852,279.934827953,24.2203736186,small,growth
1018,281.226799567,9.81554039214,small,growth
39608,282.808634322,59.1538001786,small,growth
984382,282.926911714,27.8088467236,small,growth
75912,284.654135313,90.455962082,small,growth
2316,285.145627671,51.9837174905,small,growth
33790,286.184839619,68.1503508138,small,growth
1525,286.705607267,60.3127499965,small,growth
2760,288.047592105,-14.8679138236,small,growth
2505,289.586770627,87.6615491828,small,growth
290,291.235838949,6.6505854382,small,growth
30446,291.260679104,20.6434103699,small,growth
39020,291.546173642,20.4259567954,small,growth
3337,291.653028374,75.0062933724,small,growth
30829,294.571936899,86.5536999013,small,growth
244,295.489733982,72.1519242411,small,growth
40078,295.856790878,18.2416594125,small,growth
3686,296.115904392,23.4161854257,small,growth
205,296.702569674,84.8979983561,small,growth
30582,296.807974916,63.1504362252,small,growth
41171,297.449908773,9.71530948309,small,growth
72737,297.680855472,-0.550858595442,small,growth
706318,297.749453506,13.6269338293,small,growth
1413,298.53778843,0.787833385439,small,growth
3355,298.988825093,24.609983785,small,growth
71623,298.989441423,70.4229281048,small,growth
229,299.137568588,55.4950983939,small,growth
1439,299.531781369,17.8767034797,small,growth
160,300.28783487,63.1416343565,small,growth
75222,300.539462841,47.441991711,small,growth
72361,301.972297821,54.3647880794,small,growth
2683,302.167021228,60.662342559,small,growth
761,302.509424884,10.741265233,small,growth
756,302.587999482,50.4591174482,small,growth
2435,303.110850653,78.2494026202,small,growth
3217,303.159479349,60.3744007031,small,growth
3678,303.788352793,98.3052597728,small,growth
2323,303.841150241,68.3793508784,small,growth
309,304.188778528,19.6400633797,small,growth
30603,306.892621208,66.6126356315,small,growth
30004657,307.281946966,45.9853620452,small,growth
30809,307.419591095,50.1856050051,small,growth
211,307.5656248,52.6565751523,small,growth
31,307.993201673,47.1806326079,small,growth
713,308.197879297,80.8876503719,small,growth
2940,308.261965946,27.3624376163,small,growth
29460,308.277418895,76.0684461382,small,growth
29115,308.548448471,16.0356793016,small,growth
10,310.086762271,69.951088904,small,growth
3210,311.236422365,62.3537014382,small,growth
70106,311.319063679,31.87938294,small,growth
76090,312.599871498,17.881188585,small,growth
3531,313.290631577,34.2741002406,small,growth
500,313.791223297,52.9277300445,small,growth
30623,314.363178397,69.316148981,small,growth
1404,314.468017649,95.0976190234,small,growth
30495,315.193609935,27.3152817598,small,growth
3445,315.510619388,98.359993273,small,growth
4763,315.598726705,98.3276498434,small,growth
609349,315.788800295,28.2666724705,small,growth
144,316.997699971,94.7983538986,small,growth
30744,317.939585378,5.10061661997,small,growth
30584,318.035452099,68.1502537165,small,growth
74708,318.106921351,32.7532727745,small,growth
504610,318.965838969,0.509617452343,small,growth
30833,320.351791006,29.0042008047,small,growth
658,320.536798148,75.62323269,small,growth
30004642,321.823022,32.4145539987,small,growth
29365,322.047258131,57.3483479438,small,growth
950,322.337394136,23.1433306589,small,growth
1999,322.857949796,83.6072020647,small,growth
3462,323.736633852,66.7691594826,small,growth
3378,325.474551374,52.3542447934,small,growth
30004658,327.565189681,16.8628405128,small,growth
1201,327.778780465,98.9897350868,small,growth
29649,328.158659541,78.9799945999,small,growth
40076,328.555102867,57.9464574133,small,growth
29838,328.986975213,67.250188065,small,growth
30011859,330.412681753,23.1728799259,small,growth
73459,330.455873553,21.4733380382,small,growth
75265,330.678527702,93.1287291674,small,growth
29396,331.002319708,15.9685972303,small,growth
674,332.474779637,3.81542451104,small,growth
3455,333.612826647,56.8791614132,small,growth
30675,334.847549804,55.4917958774,small,growth
2955,335.588383364,61.118478274,small,growth
840,335.878777702,36.8205293637,small,growth
74699,336.20702401,34.7462615244,small,growth
187358,337.096565056,4.3113003185,small,growth
1379,338.128646889,46.0012858372,small,growth
3655,338.369148206,20.7256138656,small,growth
40064,338.445719035,23.3145116084,small,growth
1143,338.47829553,58.4128966271,small,growth
709,339.436898804,62.7378260457,small,growth
2812,340.297696595,97.0835609337,small,growth
821,342.224706393,50.9318111153,small,growth
30847,342.828786837,-2.17047440088,small,growth
390973,345.329517998,46.3450122503,small,growth
30503,345.407269913,89.4434686802,small,growth
39918,345.785372449,20.3711757299,small,growth
42940,346.113197284,42.7513725654,small,growth
1501,346.678954012,13.5422262643,small,growth
30620,346.703056269,29.893788756,small,growth
29204,347.729769736,58.5983371996,small,growth
75210,348.103100287,50.8196428407,small,growth
1233,351.676095712,49.4555706931,small,growth
39784,351.719513215,58.9380067758,small,growth
1321,351.980105995,58.4795108374,small,growth
29826,354.52973641,7.71146610224,small,growth
535,354.626679302,86.8252829591,small,growth
30581,358.779536882,44.7967841287,small,growth
75779,359.26918891,-5.48215091385,small,growth
841088,359.416606411,9.73762604888,small,growth
1244,361.671053159,22.2594448147,small,growth
2905,362.46183024,67.4815459643,small,growth
359,363.287890447,40.4083609143,small,growth
42944,363.999556351,64.7573478583,small,growth
934,364.29215752,45.3838393446,small,growth
30631,364.565117538,5.61182361983,small,growth
39015,365.656219007,34.392250087,small,growth
1256,367.090037613,18.2516536921,small,growth
731081,367.66895356,71.963049958,small,growth
285667,368.950633491,85.0973112774,small,growth
19,370.285031441,71.2237132463,small,growth
29765,370.435640429,-3.14961750052,small,growth
30840,373.661257599,-4.06846596327,small,growth
75639,374.270789245,27.3976641528,small,growth
991,375.969680844,76.5963064717,small,growth
29958,376.356857622,72.4614632783,small,growth
390794,376.358318084,35.6535612462,small,growth
75247,377.516220055,51.6160831894,small,growth
35535,380.200589421,20.4187759537,small,growth
30815,380.587064023,84.7106014289,small,growth
32534,381.045041074,3.93644050771,small,growth
2483,382.031772697,87.6674069887,small,growth
41166,383.831027499,25.6233120506,small,growth
29520,385.340779554,75.3467218291,small,growth
75574,385.390160352,55.0434220739,small,growth
39023,385.723412476,69.3142866546,small,growth
30622,389.791385426,17.9322811439,small,growth
75924,391.589643247,27.7426271022,small,growth
29091,394.044017256,72.7226048388,small,growth
74696,396.566838669,0.0444288256972,small,growth
75233,398.380360102,46.2330518162,small,growth
30011866,399.720301041,21.9004098425,small,growth
72895,401.606334162,2.47409267642,small,growth
534,401.996196149,19.7191005645,small,growth
39016,403.001085134,34.2069800861,small,growth
75234,405.193583557,38.4327974527,small,growth
132228,405.931521293,29.896113567,small,growth
75312,406.515326605,80.781720514,small,growth
30832,408.461701249,52.7605996955,small,growth
866,410.884617488,-8.71693918499,small,growth
75316,412.364104822,65.575135399,small,growth
29785,413.431318881,34.9021705089,small,growth
75272,415.380053508,54.0403734436,small,growth
30004703,417.981803594,63.7432319583,small,growth
1343,418.121322586,-2.14684508133,small,growth
955,422.773576479,-7.86406352897,small,growth
39073,425.163449086,36.2355305319,small,growth
70021,425.557510535,40.5463420467,small,growth
29395,428.010287187,15.0868281686,small,growth
30004706,431.930094685,11.8433749073,small,growth
75276,433.712954591,74.9572324423,small,growth
75250,435.97656488,48.5122519777,small,growth
34645,436.074771758,30.2567480539,small,growth
29401,436.336725486,21.5215983711,small,growth
697375,437.383475829,98.024507625,small,growth
30839,437.462731351,0.696058175158,small,growth
994,437.568247126,10.0877812381,small,growth
608872,442.265754338,71.4999405604,small,growth
75292,446.006160308,34.3847399201,small,growth
29828,446.759453166,31.2179434283,small,growth
29110,447.871148637,38.4090327821,small,growth
643126,447.950597283,46.1508971865,small,growth
35354,448.279269258,5.4428653147,small,growth
4064,448.535755755,27.534697497,small,growth
1400,449.412280154,58.146830099,small,growth
40079,449.903838633,37.8729667892,small,growth
30845,455.581820892,-3.2276591013,small,growth
1166,457.629430951,27.6899161085,small,growth
65550,458.122866971,34.690690631,small,growth
4956,459.600467937,98.9169154303,small,growth
402639,460.722701422,78.0656742546,small,growth
75307,461.79554291,74.1309005354,small,growth
72717,462.297107759,78.3470366797,small,growth
75274,462.970782681,31.2884484355,small,growth
73145,464.429263258,83.9210367224,small,growth
34900,466.177810796,75.1775432723,small,growth
30834,466.562985147,18.5324055784,small,growth
30673,467.487802497,34.8880005035,small,growth
70014,469.309319822,31.18612466,small,growth
39047,471.529693049,94.6120419429,small,growth
40072,472.315305873,62.0324874806,small,growth
39084,473.336172593,88.2000455211,small,growth
30004690,475.533538691,48.5453329561,small,growth
43145,478.574127331,94.751713199,small,growth
75246,480.056388403,41.5873952906,small,growth
39792,480.344591255,10.3749281025,small,growth
292,481.501575563,92.991223725,small,growth
74775,481.94790144,73.3036647355,small,growth
70096,482.116888733,58.3632174737,small,growth
720082,482.392971389,94.8078663795,small,growth
75913,485.286002239,58.7309343391,small,growth
72729,486.411960515,44.9710358717,small,growth
1246,487.616581319,96.2465874815,small,growth
70022,490.410352738,61.629361898,small,growth
75251,491.503182637,51.645713342,small,growth
30874,495.770528137,54.6553428518,small,growth
75298,496.799171584,62.8578816903,small,growth
89,497.055616056,83.5583726736,small,growth
41157,498.753381307,25.3357077003,small,growth
29648,499.477563881,26.866132501,small,growth
73090,499.945569762,93.9117030561,small,growth
42467,500.019248878,50.7646955058,small,growth
75281,501.741583772,37.7956477168,small,growth
30585,504.54290016,67.4542135594,small,growth
720408,507.102995677,73.2381873132,small,growth
70031,510.332722941,79.9707300231,small,growth
30004664,512.740053691,70.5651452484,small,growth
30011845,515.683759084,51.9873000909,small,growth
34148,516.056684588,32.2178836331,small,growth
29116,517.177683656,51.926213881,small,growth
30004705,521.568351236,55.521178745,small,growth
100372,522.79206239,58.3160617968,small,growth
30445,525.792034778,96.9688265215,small,growth
70026,527.248762837,82.9558330643,small,growth
39611,531.410493612,74.0334498757,small,growth
30674,533.650416532,76.4806666614,small,growth
799,533.685338169,28.8187997628,small,growth
40075,537.2464802,22.8284052523,small,growth
75238,542.628244828,39.7484392285,small,growth
75323,560.260334476,53.5103817914,small,growth
74714,571.743859717,95.194420314,small,growth
75273,574.908969511,56.5727373672,small,growth
40082,576.016573579,90.8662450262,small,growth
75287,580.319624309,94.7006349839,small,growth
41696,581.950115727,46.6924735781,small,growth
75305,600.291867968,72.5893328581,small,growth
240,-256.479184266,175.181967614,mid,value
186,-243.820163494,135.788831605,mid,value
339,-195.566320264,146.505306126,mid,value
30869,-193.769681846,187.776444698,mid,value
1064,-189.240837033,160.210360283,mid,value
622,-187.860521609,180.851526582,mid,value
332,-181.772706407,138.624874518,mid,value
2476,-177.807106146,166.748517915,mid,value
1548,-176.229111855,125.580210657,mid,value
1390,-160.456080381,131.604664465,mid,value
4919,-159.595363644,197.546139753,mid,value
832,-154.24189707,161.955324182,mid,value
2484,-142.954790716,128.662386143,mid,value
39019,-141.222490072,143.184892933,mid,value
849,-139.91588351,105.31010415,mid,value
1699,-136.808755276,108.539612601,mid,value
1587,-133.509688386,143.539530863,mid,value
4519,-132.009849996,104.57652387,mid,value
604,-128.84275654,153.656373435,mid,value
502,-127.237410559,108.535339652,mid,value
616,-121.082174516,145.726857137,mid,value
617,-120.714950183,136.090801159,mid,value
650,-120.607363613,119.889626513,mid,value
1409,-119.777634644,122.640285124,mid,value
1363,-117.754431764,197.222104784,mid,value
1372,-116.829790162,102.26050291,mid,value
30864,-114.871421627,179.909980594,mid,value
1248,-114.593781367,160.534262641,mid,value
2237,-113.501307401,172.203877179,mid,value
1340,-112.5838537,144.715412388,mid,value
2064,-110.978368393,181.970550933,mid,value
3645,-109.931651309,126.930714424,mid,value
1436,-104.364853551,102.344574761,mid,value
3479,-101.920096276,112.421592967,mid,value
2234,-100.679764874,199.807440194,mid,value
82,-98.0661220662,184.206599868,mid,value
481,-97.6157552399,150.737382978,mid,value
1457,-97.4278588973,194.27669211,mid,value
140,-95.4158159867,164.345015807,mid,value
238,-91.5181012252,189.875504309,mid,value
1477,-83.7129778014,152.099633072,mid,value
193,-82.8904276035,175.853476176,mid,value
3468,-82.641432292,178.775024954,mid,value
108,-82.6074830407,171.708965365,mid,value
134,-81.1562943738,193.972746998,mid,value
1098,-80.2620900306,133.504557158,mid,value
3625,-80.2555738722,178.465354851,mid,value
825,-79.6260013472,125.295967442,mid,value
730,-79.278074472,158.063905791,mid,value
1748,-79.1027793218,101.515445298,mid,value
1099,-77.7199884814,123.949339409,mid,value
2899,-77.7187324033,110.810161556,mid,value
3143,-75.8005348843,138.839787615,mid,value
2440,-75.7708195064,101.910105987,mid,value
2465,-74.2116645048,139.761695072,mid,value
4801,-70.3675831194,117.73382807,mid,value
671,-68.3511188833,140.492747737,mid,value
1724,-66.9838789696,102.370319884,mid,value
899,-66.5074834251,158.971013234,mid,value
304,-66.3383132746,183.465190936,mid,value
1376,-66.0372388775,147.274265061,mid,value
1551,-65.5670446996,108.791309364,mid,value
1319,-64.5983204183,109.502469255,mid,value
3202,-63.9533727086,119.46175342,mid,value
363,-62.6818055853,190.394270615,mid,value
459,-62.092586205,140.738036133,mid,value
331,-61.8524293197,170.600544637,mid,value
287,-60.2820134234,104.851037768,mid,value
4738,-59.6742347085,116.948012542,mid,value
4525,-55.1186576559,153.449469555,mid,value
3442,-52.5374778798,166.738608559,mid,value
2924,-51.0571191018,120.590418311,mid,value
230,-50.0429549531,196.080928635,mid,value
313,-46.578543666,115.924361102,mid,value
1389,-44.7645876876,112.674694033,mid,value
996,-44.7093327826,115.669817551,mid,value
183,-43.5807228534,159.989935761,mid,value
398,-41.8963420036,118.502107983,mid,value
483,-41.8053734374,127.166617602,mid,value
123,-41.5179296411,103.128307369,mid,value
4156,-40.6055128736,106.516552654,mid,value
1514,-39.9215019907,187.703862636,mid,value
2898,-39.8667538448,110.418792564,mid,value
881,-38.674453519,100.964032204,mid,value
701,-36.2706452726,198.665368247,mid,value
414,-35.2212516658,146.321258338,mid,value
87,-34.2213525214,139.279460652,mid,value
1090,-33.7158475612,144.485646165,mid,value
1700,-33.2402123574,174.388586715,mid,value
1303,-33.0301832683,130.732079066,mid,value
1535,-32.0467603921,195.035928692,mid,value
4794,-30.4021129859,145.544497029,mid,value
1279,-29.6977170231,177.146119163,mid,value
1267,-29.2988787024,199.760638045,mid,value
2133,-29.0240829918,179.833875707,mid,value
2530,-27.902699266,163.880256678,mid,value
2722,-27.3373117364,159.495715945,mid,value
4508,-25.8086118343,123.848245219,mid,value
1974,-24.4096579519,197.316975749,mid,value
29518,-24.3959591996,141.406272501,mid,value
1258,-23.219441516,135.498069536,mid,value
699,-22.6008336294,149.831290047,mid,value
1762,-21.8032864558,115.029916513,mid,value
2714,-21.1407818048,199.118349903,mid,value
1167,-21.0006362092,128.599108204,mid,value
380,-20.6646082728,105.326980282,mid,value
29367,-20.4531069676,113.514461775,mid,value
3299,-20.2262794836,152.513980015,mid,value
776,-19.4663304713,115.709979637,mid,value
95,-19.4369547421,162.47879489,mid,value
3707,-18.2917961758,174.792400624,mid,value
697,-18.2220961174,100.296749173,mid,value
990,-17.8002763088,198.991358571,mid,value
1736,-17.798849088,198.676309217,mid,value
227,-17.1905330912,181.914495318,mid,value
3510,-16.6544313176,105.732722541,mid,value
819,-15.6808116105,109.437755111,mid,value
462,-15.5871526976,111.004510439,mid,value
3353,-14.7569638716,167.347102738,mid,value
3578,-14.7267540922,107.202003429,mid,value
2362,-14.5911684237,175.273351092,mid,value
3798,-12.6848722135,145.516275756,mid,value
29822,-11.6994702348,110.979759878,mid,value
1754,-11.1257203873,169.345362372,mid,value
3414,-10.4516691147,142.240614326,mid,value
3825,-9.86020970281,121.394616258,mid,value
3211,-9.68941380324,189.826201281,mid,value
12,-8.25975875764,171.692515425,mid,value
